"account_id","customer_id","branch_id","account_type","balance","opening_date"
41485,41485,28655,"Current",166156.01,"2024-10-21"
41486,41486,29490,"Current",83820.9,"2024-12-07"
41487,41487,26705,"Current",117216.62,"2023-06-23"
41488,41488,25855,"Current",101199.61,"2025-08-26"
41489,41489,28148,"Current",24374.15,"2022-12-05"
41490,41490,47214,"Current",167072.2,"2021-03-18"
41491,41491,5127,"Saving",2369.34,"2024-03-22"
41492,41492,19007,"Current",175515.78,"2023-10-09"
41493,41493,25248,"Current",114781.31,"2019-07-09"
41494,41494,27885,"Current",120902.81,"2021-03-09"
41495,41495,49988,"Saving",143710.79,"2020-06-08"
41496,41496,40325,"Saving",63058.87,"2018-10-01"
41497,41497,11968,"Current",33976.36,"2022-09-02"
41498,41498,37977,"Saving",87197.29,"2017-12-29"
41499,41499,149,"Current",56840.88,"2024-08-30"
41500,41500,5765,"Current",58195.07,"2020-10-23"
41501,41501,4291,"Saving",17605.82,"2018-12-31"
41502,41502,27262,"Current",119024.27,"2019-11-03"
41503,41503,22709,"Current",31515.59,"2025-08-16"
41504,41504,41963,"Current",67855.78,"2018-05-09"
41505,41505,46461,"Saving",119744.18,"2023-10-21"
41506,41506,11925,"Saving",23842.21,"2022-12-22"
41507,41507,45133,"Current",12884.88,"2022-01-25"
41508,41508,13727,"Saving",131500.15,"2024-09-04"
41509,41509,40869,"Saving",196361.09,"2024-01-09"
41510,41510,15372,"Saving",63928.82,"2020-09-24"
41511,41511,19162,"Current",116787.73,"2018-08-05"
41512,41512,27060,"Saving",139870.68,"2025-01-07"
41513,41513,27299,"Current",82433.31,"2024-06-08"
41514,41514,48359,"Saving",35937.9,"2024-03-13"
41515,41515,32755,"Current",127004.44,"2022-10-24"
41516,41516,40563,"Saving",39180.44,"2023-11-15"
41517,41517,27324,"Saving",129527.89,"2023-12-16"
41518,41518,39465,"Current",45709.46,"2019-03-13"
41519,41519,31859,"Current",143586.06,"2021-03-13"
41520,41520,3676,"Saving",178020.05,"2019-12-25"
41521,41521,24179,"Current",32977.57,"2018-02-06"
41522,41522,12659,"Saving",89647.53,"2022-12-09"
41523,41523,29200,"Current",16079.98,"2020-05-06"
41524,41524,45552,"Saving",80249.35,"2019-10-30"
41525,41525,43057,"Current",80790.27,"2018-07-03"
41526,41526,4247,"Current",178776.12,"2019-07-14"
41527,41527,15008,"Current",130056.17,"2019-09-05"
41528,41528,17174,"Current",182074.03,"2019-10-01"
41529,41529,22923,"Current",141585.44,"2024-09-20"
41530,41530,33531,"Saving",160475.55,"2018-11-26"
41531,41531,304,"Saving",45385.03,"2019-08-20"
41532,41532,47004,"Saving",180124.02,"2024-09-04"
41533,41533,6002,"Current",98558.48,"2024-07-05"
41534,41534,49016,"Current",21315.29,"2018-12-18"
41535,41535,36611,"Saving",59108.21,"2025-01-09"
41536,41536,44703,"Current",136778.35,"2020-03-02"
41537,41537,15772,"Saving",56052.58,"2025-07-27"
41538,41538,48927,"Current",15567.01,"2018-06-27"
41539,41539,39831,"Saving",6742.18,"2024-02-29"
41540,41540,10558,"Current",194555.26,"2024-06-02"
41541,41541,12257,"Current",156042.81,"2021-09-25"
41542,41542,31054,"Saving",109562.09,"2024-05-16"
41543,41543,13686,"Saving",97882.4,"2020-07-02"
41544,41544,27176,"Current",74385.85,"2021-05-18"
41545,41545,9925,"Current",19355.29,"2025-02-06"
41546,41546,20624,"Saving",41805.03,"2025-05-16"
41547,41547,24209,"Saving",177936.82,"2024-10-29"
41548,41548,36968,"Saving",12009.25,"2022-05-29"
41549,41549,7490,"Saving",94095.71,"2019-12-09"
41550,41550,42857,"Current",53343.54,"2023-02-01"
41551,41551,9889,"Saving",13603.54,"2025-02-18"
41552,41552,29709,"Saving",185901.12,"2021-02-04"
41553,41553,38862,"Current",68781.86,"2020-09-23"
41554,41554,13662,"Saving",129090.55,"2024-08-04"
41555,41555,32532,"Current",137086.83,"2024-03-01"
41556,41556,20220,"Saving",60791.48,"2018-05-21"
41557,41557,4755,"Current",77679.46,"2019-09-06"
41558,41558,39843,"Current",25538.44,"2023-06-02"
41559,41559,25345,"Saving",27874.44,"2019-06-05"
41560,41560,34231,"Saving",121997.78,"2020-01-31"
41561,41561,6358,"Saving",165325.73,"2023-04-13"
41562,41562,4443,"Saving",111375.97,"2025-06-12"
41563,41563,44375,"Current",136310.37,"2025-05-22"
41564,41564,20569,"Saving",188003.27,"2022-10-12"
41565,41565,336,"Current",17161.54,"2022-10-10"
41566,41566,36369,"Current",45365.39,"2025-11-02"
41567,41567,1426,"Current",93707.53,"2022-01-02"
41568,41568,15107,"Current",63262.89,"2025-02-18"
41569,41569,7328,"Saving",8589.02,"2025-01-15"
41570,41570,20527,"Current",135175.06,"2024-09-05"
41571,41571,29445,"Saving",120210.9,"2023-06-19"
41572,41572,49087,"Saving",98526.08,"2023-01-29"
41573,41573,41932,"Current",147063.0,"2021-04-28"
41574,41574,39084,"Current",10779.4,"2019-01-02"
41575,41575,41130,"Current",67361.53,"2019-05-09"
41576,41576,27384,"Saving",57126.98,"2024-01-31"
41577,41577,13299,"Saving",146050.83,"2022-05-25"
41578,41578,36323,"Current",75501.63,"2018-08-30"
41579,41579,21853,"Current",66033.76,"2023-01-21"
41580,41580,33363,"Saving",39431.08,"2023-07-21"
41581,41581,35095,"Current",113952.91,"2025-07-06"
41582,41582,43005,"Current",47836.89,"2025-10-09"
41583,41583,31401,"Saving",187108.94,"2024-06-04"
41584,41584,24669,"Current",126719.23,"2023-12-09"
41585,41585,32278,"Saving",84053.8,"2023-04-17"
41586,41586,24296,"Saving",37029.94,"2020-07-07"
41587,41587,10354,"Current",112937.33,"2020-09-03"
41588,41588,22706,"Current",8086.75,"2018-10-13"
41589,41589,15879,"Current",63608.41,"2022-05-14"
41590,41590,23499,"Saving",21471.81,"2024-10-24"
41591,41591,21423,"Current",69141.09,"2022-11-09"
41592,41592,21684,"Saving",157064.42,"2025-07-18"
41593,41593,13193,"Current",60556.87,"2024-10-07"
41594,41594,6257,"Saving",113714.61,"2023-03-13"
41595,41595,30685,"Saving",37439.89,"2024-02-19"
41596,41596,20494,"Saving",107967.49,"2022-08-10"
41597,41597,1927,"Saving",164522.5,"2022-10-23"
41598,41598,41444,"Current",154268.66,"2024-10-27"
41599,41599,18089,"Saving",22191.94,"2022-05-15"
41600,41600,21732,"Saving",63113.35,"2025-02-02"
41601,41601,11852,"Current",95982.41,"2020-09-01"
41602,41602,49140,"Current",157186.29,"2020-08-28"
41603,41603,21420,"Current",160251.57,"2024-12-31"
41604,41604,31500,"Current",159152.51,"2019-02-13"
41605,41605,22417,"Saving",117783.71,"2019-03-26"
41606,41606,4193,"Saving",16510.98,"2018-06-25"
41607,41607,37773,"Current",108997.33,"2024-08-13"
41608,41608,27695,"Saving",134793.67,"2020-11-19"
41609,41609,46,"Current",170519.31,"2021-09-10"
41610,41610,43293,"Current",32122.22,"2019-02-26"
41611,41611,29851,"Saving",196507.96,"2025-02-21"
41612,41612,17412,"Saving",176181.05,"2023-12-24"
41613,41613,6127,"Current",97232.25,"2022-10-30"
41614,41614,8385,"Saving",11266.75,"2020-01-06"
41615,41615,46557,"Current",51937.68,"2021-01-03"
41616,41616,8839,"Current",4584.36,"2024-09-18"
41617,41617,47001,"Saving",28389.11,"2018-02-24"
41618,41618,14709,"Saving",79200.61,"2020-09-10"
41619,41619,6568,"Saving",115310.26,"2021-09-18"
41620,41620,37605,"Current",16035.94,"2023-03-04"
41621,41621,39114,"Current",136567.88,"2018-09-11"
41622,41622,49628,"Current",87175.52,"2025-03-24"
41623,41623,18082,"Current",79966.52,"2023-04-01"
41624,41624,16357,"Saving",80554.04,"2025-07-04"
41625,41625,21865,"Saving",64183.88,"2022-07-31"
41626,41626,22948,"Current",134019.41,"2022-06-29"
41627,41627,23110,"Current",132213.1,"2025-11-07"
41628,41628,10228,"Current",86160.95,"2025-07-11"
41629,41629,10747,"Saving",37289.86,"2019-06-30"
41630,41630,32355,"Current",194638.55,"2020-09-24"
41631,41631,23787,"Saving",58938.01,"2018-09-06"
41632,41632,10564,"Current",185651.84,"2022-04-11"
41633,41633,35607,"Current",27887.78,"2021-02-15"
41634,41634,37934,"Current",29881.31,"2024-12-25"
41635,41635,42888,"Saving",188804.17,"2020-04-22"
41636,41636,39330,"Saving",199513.22,"2024-08-17"
41637,41637,1542,"Current",117293.25,"2024-08-29"
41638,41638,48295,"Current",79064.54,"2022-04-03"
41639,41639,35741,"Current",198502.84,"2025-01-07"
41640,41640,2685,"Saving",50303.6,"2023-01-09"
41641,41641,29802,"Saving",38074.22,"2018-03-14"
41642,41642,22104,"Saving",51645.23,"2023-09-28"
41643,41643,39114,"Current",57362.32,"2022-12-09"
41644,41644,12799,"Current",25497.74,"2022-12-31"
41645,41645,29970,"Saving",164627.86,"2022-12-13"
41646,41646,37117,"Saving",167802.55,"2020-06-23"
41647,41647,13837,"Current",77992.72,"2021-03-31"
41648,41648,3247,"Current",60308.75,"2020-09-30"
41649,41649,14162,"Current",171985.39,"2024-10-09"
41650,41650,33367,"Saving",4912.41,"2022-11-24"
41651,41651,35630,"Current",156232.14,"2025-09-22"
41652,41652,24381,"Saving",145798.3,"2024-08-05"
41653,41653,5150,"Saving",176170.48,"2023-07-08"
41654,41654,19610,"Current",165636.04,"2021-07-08"
41655,41655,27227,"Saving",166812.89,"2024-07-24"
41656,41656,8709,"Current",176926.44,"2021-05-15"
41657,41657,13221,"Saving",90830.81,"2024-01-04"
41658,41658,11097,"Saving",134484.94,"2021-06-14"
41659,41659,8883,"Saving",109964.47,"2025-09-16"
41660,41660,14483,"Saving",44601.77,"2024-01-20"
41661,41661,30668,"Current",107951.46,"2020-02-26"
41662,41662,14242,"Current",28097.02,"2023-03-31"
41663,41663,37225,"Current",112504.61,"2024-01-27"
41664,41664,17937,"Current",155214.77,"2023-10-05"
41665,41665,33591,"Saving",105618.47,"2021-11-06"
41666,41666,26779,"Saving",26406.32,"2020-05-06"
41667,41667,2392,"Current",26231.44,"2025-05-17"
41668,41668,26699,"Current",73099.07,"2019-09-01"
41669,41669,155,"Saving",163160.62,"2018-08-23"
41670,41670,2474,"Saving",99875.13,"2018-10-04"
41671,41671,37589,"Current",134973.23,"2022-10-13"
41672,41672,17333,"Current",2858.98,"2018-04-23"
41673,41673,7653,"Current",53528.33,"2018-12-31"
41674,41674,45415,"Current",160841.04,"2019-01-01"
41675,41675,20814,"Saving",23544.71,"2023-04-08"
41676,41676,36975,"Current",102169.83,"2024-09-14"
41677,41677,24568,"Current",162783.5,"2022-04-12"
41678,41678,31769,"Saving",192114.3,"2019-03-30"
41679,41679,2687,"Current",68173.36,"2018-07-05"
41680,41680,3051,"Saving",5529.26,"2020-08-16"
41681,41681,43150,"Current",2864.21,"2025-01-15"
41682,41682,48278,"Current",199993.19,"2017-12-17"
41683,41683,42357,"Current",170987.8,"2020-01-26"
41684,41684,34645,"Saving",94604.0,"2019-01-15"
41685,41685,46148,"Saving",14025.15,"2022-02-02"
41686,41686,3599,"Saving",88812.69,"2023-12-10"
41687,41687,38737,"Current",122285.07,"2023-02-28"
41688,41688,28065,"Current",195885.43,"2021-04-17"
41689,41689,35299,"Current",50657.03,"2023-10-29"
41690,41690,15946,"Saving",163697.97,"2023-01-05"
41691,41691,9022,"Saving",62595.74,"2025-02-14"
41692,41692,30739,"Current",188363.91,"2022-03-21"
41693,41693,34229,"Saving",116686.46,"2022-10-25"
41694,41694,11884,"Current",71372.42,"2022-08-24"
41695,41695,30981,"Saving",187779.06,"2019-09-01"
41696,41696,21870,"Saving",3887.75,"2019-03-26"
41697,41697,45618,"Current",54600.03,"2023-07-27"
41698,41698,26644,"Current",170998.46,"2021-07-30"
41699,41699,35492,"Current",188894.91,"2020-10-18"
41700,41700,14774,"Current",106019.79,"2022-05-08"
41701,41701,24762,"Saving",179635.33,"2020-04-09"
41702,41702,24212,"Saving",140447.84,"2022-05-24"
41703,41703,3227,"Current",197445.48,"2022-11-30"
41704,41704,10940,"Current",92468.55,"2025-08-11"
41705,41705,39006,"Saving",43798.29,"2022-04-16"
41706,41706,21011,"Current",61651.73,"2024-12-19"
41707,41707,15617,"Saving",15345.83,"2023-10-17"
41708,41708,39694,"Current",121792.95,"2024-11-17"
41709,41709,12545,"Saving",181742.68,"2023-08-25"
41710,41710,15528,"Current",123557.01,"2020-06-18"
41711,41711,16386,"Current",20043.93,"2018-07-18"
41712,41712,40917,"Saving",153807.44,"2023-03-08"
41713,41713,20777,"Saving",2487.1,"2018-05-20"
41714,41714,12299,"Current",113016.57,"2019-05-13"
41715,41715,474,"Saving",126847.5,"2018-09-30"
41716,41716,7845,"Current",82740.12,"2022-05-15"
41717,41717,44678,"Saving",33110.4,"2020-05-03"
41718,41718,5171,"Saving",100568.32,"2020-03-15"
41719,41719,13193,"Current",91337.15,"2024-10-26"
41720,41720,16926,"Current",108692.02,"2025-06-13"
41721,41721,43665,"Current",31015.56,"2019-09-11"
41722,41722,5660,"Saving",91233.92,"2019-04-07"
41723,41723,34918,"Current",113191.09,"2018-07-30"
41724,41724,36000,"Saving",178773.86,"2022-12-21"
41725,41725,41603,"Saving",159290.13,"2018-11-10"
41726,41726,6847,"Current",85078.15,"2020-06-19"
41727,41727,15887,"Current",34659.7,"2020-08-01"
41728,41728,21905,"Saving",108695.62,"2024-03-21"
41729,41729,7517,"Saving",153426.08,"2021-07-30"
41730,41730,5182,"Saving",110382.34,"2019-06-19"
41731,41731,39192,"Saving",80018.29,"2021-06-08"
41732,41732,14760,"Current",180911.6,"2021-09-15"
41733,41733,38134,"Current",66378.18,"2022-12-30"
41734,41734,45030,"Current",194020.11,"2023-11-22"
41735,41735,44567,"Saving",105065.67,"2023-07-24"
41736,41736,31469,"Saving",123585.38,"2020-09-24"
41737,41737,14623,"Current",155952.75,"2019-04-17"
41738,41738,757,"Current",122767.91,"2018-01-03"
41739,41739,32427,"Current",177250.96,"2024-01-21"
41740,41740,33264,"Saving",178445.62,"2020-07-28"
41741,41741,37378,"Saving",97739.71,"2018-12-29"
41742,41742,40287,"Current",8522.46,"2023-01-05"
41743,41743,24358,"Saving",112930.06,"2018-05-15"
41744,41744,20525,"Current",195714.25,"2021-10-21"
41745,41745,756,"Saving",113849.85,"2018-02-09"
41746,41746,37243,"Current",34707.05,"2022-09-24"
41747,41747,9919,"Saving",170267.21,"2020-06-23"
41748,41748,30272,"Current",105709.36,"2019-11-13"
41749,41749,47208,"Saving",62252.37,"2019-08-03"
41750,41750,5305,"Current",87022.81,"2022-11-21"
41751,41751,44368,"Current",93303.77,"2019-07-29"
41752,41752,15550,"Saving",10179.19,"2019-03-26"
41753,41753,36143,"Saving",108575.63,"2022-10-07"
41754,41754,13273,"Saving",118522.76,"2018-08-20"
41755,41755,3533,"Saving",132396.85,"2022-02-22"
41756,41756,7769,"Current",22470.05,"2019-07-19"
41757,41757,49564,"Saving",164407.17,"2022-06-11"
41758,41758,12586,"Current",129137.89,"2024-05-01"
41759,41759,30862,"Current",29019.51,"2020-09-09"
41760,41760,8052,"Saving",112568.56,"2019-08-13"
41761,41761,16059,"Saving",62203.41,"2021-09-26"
41762,41762,40356,"Current",97015.39,"2018-11-08"
41763,41763,13019,"Current",155334.5,"2024-08-29"
41764,41764,44589,"Saving",86332.89,"2023-06-25"
41765,41765,8978,"Saving",102309.19,"2018-05-18"
41766,41766,17573,"Current",27420.79,"2018-09-13"
41767,41767,17,"Saving",106558.72,"2020-11-15"
41768,41768,38095,"Saving",174814.56,"2019-06-21"
41769,41769,9076,"Saving",95454.94,"2021-10-12"
41770,41770,12057,"Current",89877.54,"2020-11-30"
41771,41771,46776,"Saving",98642.01,"2022-03-17"
41772,41772,36879,"Current",111100.14,"2024-01-14"
41773,41773,551,"Current",186280.68,"2020-06-26"
41774,41774,4037,"Saving",134903.26,"2020-03-24"
41775,41775,42020,"Saving",124120.34,"2022-09-18"
41776,41776,18828,"Current",70868.66,"2024-06-15"
41777,41777,36958,"Current",29272.22,"2022-02-11"
41778,41778,13964,"Current",138617.98,"2024-06-16"
41779,41779,6630,"Saving",19541.51,"2018-02-22"
41780,41780,3497,"Saving",100737.68,"2022-07-25"
41781,41781,12226,"Current",43189.65,"2022-12-08"
41782,41782,13511,"Current",64673.83,"2020-09-12"
41783,41783,13175,"Saving",132904.3,"2023-04-22"
41784,41784,40099,"Current",195221.58,"2021-12-05"
41785,41785,5251,"Saving",148274.51,"2018-02-19"
41786,41786,14076,"Saving",142297.38,"2024-10-16"
41787,41787,2851,"Current",136125.78,"2024-05-07"
41788,41788,35008,"Current",33993.66,"2024-08-09"
41789,41789,42112,"Current",2085.67,"2018-01-26"
41790,41790,6005,"Saving",165285.74,"2023-02-06"
41791,41791,2046,"Saving",160763.32,"2019-08-30"
41792,41792,43318,"Saving",13893.03,"2021-01-07"
41793,41793,12207,"Saving",176384.51,"2022-08-24"
41794,41794,42011,"Current",87670.3,"2022-09-25"
41795,41795,35338,"Current",1498.54,"2023-12-26"
41796,41796,29823,"Current",92748.34,"2025-11-19"
41797,41797,36032,"Saving",36565.45,"2021-03-05"
41798,41798,31876,"Saving",194397.41,"2020-04-28"
41799,41799,363,"Current",69545.79,"2020-12-04"
41800,41800,276,"Saving",46191.24,"2018-11-19"
41801,41801,35941,"Saving",68703.64,"2019-08-22"
41802,41802,47163,"Current",55534.16,"2021-01-22"
41803,41803,33291,"Saving",77369.49,"2020-08-29"
41804,41804,29573,"Current",71955.09,"2025-09-22"
41805,41805,4120,"Saving",175699.02,"2020-10-05"
41806,41806,31553,"Current",154052.34,"2025-05-05"
41807,41807,15225,"Saving",77860.89,"2020-06-11"
41808,41808,12385,"Saving",70873.85,"2025-06-15"
41809,41809,22081,"Saving",114315.19,"2023-07-24"
41810,41810,13100,"Current",80050.46,"2025-08-22"
41811,41811,25518,"Current",134724.62,"2018-08-18"
41812,41812,22378,"Saving",71359.45,"2022-06-29"
41813,41813,24288,"Saving",152193.11,"2023-11-16"
41814,41814,1106,"Saving",164709.56,"2019-07-06"
41815,41815,39482,"Saving",175199.5,"2018-12-25"
41816,41816,45950,"Current",139019.22,"2018-06-29"
41817,41817,48305,"Current",126321.04,"2025-04-01"
41818,41818,13093,"Saving",87642.13,"2021-01-12"
41819,41819,15077,"Saving",167579.31,"2018-07-28"
41820,41820,41154,"Saving",30157.04,"2018-06-27"
41821,41821,28314,"Saving",1564.07,"2018-03-13"
41822,41822,8065,"Saving",171530.23,"2020-09-07"
41823,41823,2697,"Saving",33835.56,"2018-02-09"
41824,41824,39879,"Saving",99037.47,"2024-04-08"
41825,41825,34521,"Current",179087.92,"2023-11-21"
41826,41826,48463,"Current",178378.39,"2018-12-30"
41827,41827,18020,"Current",39032.93,"2020-06-01"
41828,41828,36973,"Saving",188927.88,"2021-04-24"
41829,41829,27950,"Current",110512.99,"2018-01-11"
41830,41830,5134,"Current",173071.66,"2021-07-02"
41831,41831,830,"Saving",45297.59,"2021-09-26"
41832,41832,1293,"Current",150964.3,"2022-02-11"
41833,41833,40663,"Saving",146039.24,"2022-04-23"
41834,41834,4164,"Current",64408.37,"2022-09-07"
41835,41835,10507,"Current",189596.71,"2025-11-21"
41836,41836,26762,"Saving",32423.27,"2024-08-20"
41837,41837,30809,"Current",75168.72,"2022-02-05"
41838,41838,3517,"Current",192237.78,"2020-04-07"
41839,41839,17669,"Current",75996.89,"2024-07-09"
41840,41840,35937,"Saving",146778.97,"2023-10-20"
41841,41841,12054,"Saving",132113.09,"2021-10-13"
41842,41842,9653,"Saving",140900.97,"2024-04-20"
41843,41843,18862,"Saving",76207.09,"2022-04-17"
41844,41844,22443,"Current",38701.45,"2018-08-28"
41845,41845,24564,"Saving",33067.23,"2023-04-01"
41846,41846,22920,"Current",86996.59,"2023-10-15"
41847,41847,11940,"Current",13201.34,"2022-09-18"
41848,41848,6942,"Saving",20820.72,"2025-03-16"
41849,41849,49189,"Current",87676.45,"2019-07-27"
41850,41850,12108,"Saving",4568.05,"2023-06-14"
41851,41851,44755,"Saving",183669.26,"2025-05-25"
41852,41852,18727,"Current",115769.24,"2024-07-15"
41853,41853,36596,"Current",78254.33,"2019-06-23"
41854,41854,3187,"Current",101544.46,"2021-04-24"
41855,41855,7809,"Saving",28816.11,"2025-02-17"
41856,41856,16522,"Current",161933.77,"2024-03-23"
41857,41857,4458,"Saving",81221.75,"2025-10-28"
41858,41858,13769,"Saving",169422.88,"2018-09-23"
41859,41859,36316,"Current",127286.01,"2021-10-08"
41860,41860,9839,"Saving",169708.55,"2021-07-11"
41861,41861,31689,"Saving",154535.67,"2024-08-18"
41862,41862,25308,"Saving",114752.26,"2020-10-26"
41863,41863,16528,"Current",173737.36,"2025-04-15"
41864,41864,46581,"Saving",21338.08,"2025-10-27"
41865,41865,31642,"Current",51860.25,"2025-01-25"
41866,41866,46812,"Saving",112781.23,"2022-01-28"
41867,41867,5383,"Saving",31047.36,"2023-11-20"
41868,41868,24184,"Current",175670.72,"2025-06-13"
41869,41869,27599,"Saving",99579.66,"2022-06-17"
41870,41870,30878,"Current",143301.83,"2023-10-11"
41871,41871,17735,"Saving",55137.37,"2023-07-19"
41872,41872,25389,"Current",143085.43,"2025-02-10"
41873,41873,5594,"Saving",182389.79,"2024-04-07"
41874,41874,885,"Saving",42012.69,"2025-09-07"
41875,41875,26190,"Saving",16890.95,"2023-11-04"
41876,41876,27467,"Current",14124.68,"2018-05-28"
41877,41877,4927,"Saving",11376.31,"2020-06-04"
41878,41878,1046,"Saving",151161.48,"2022-08-26"
41879,41879,31386,"Current",16727.83,"2019-05-11"
41880,41880,1156,"Current",71586.33,"2021-12-13"
41881,41881,27044,"Saving",117350.62,"2023-03-19"
41882,41882,12736,"Current",92464.0,"2025-06-23"
41883,41883,9244,"Current",98129.4,"2021-08-25"
41884,41884,6049,"Current",161055.6,"2018-11-07"
41885,41885,19207,"Current",10966.65,"2023-03-10"
41886,41886,40591,"Current",40166.12,"2022-09-06"
41887,41887,47718,"Current",47318.08,"2020-08-29"
41888,41888,29455,"Saving",57622.64,"2021-05-31"
41889,41889,33663,"Current",156779.43,"2020-10-19"
41890,41890,45726,"Current",197886.99,"2021-04-24"
41891,41891,18369,"Saving",121132.1,"2018-11-27"
41892,41892,43611,"Current",174619.66,"2024-10-17"
41893,41893,26358,"Saving",4798.91,"2018-09-14"
41894,41894,21883,"Saving",120176.5,"2025-04-15"
41895,41895,7160,"Saving",168751.47,"2019-07-22"
41896,41896,27834,"Saving",73583.12,"2023-03-04"
41897,41897,20045,"Saving",185428.73,"2023-10-25"
41898,41898,7447,"Current",53409.32,"2020-10-18"
41899,41899,29383,"Current",73913.0,"2024-01-29"
41900,41900,29047,"Saving",115596.62,"2025-11-09"
41901,41901,34677,"Current",157339.33,"2020-09-16"
41902,41902,47612,"Saving",65227.72,"2021-08-21"
41903,41903,3102,"Current",27765.33,"2024-06-19"
41904,41904,8014,"Saving",51211.93,"2022-09-09"
41905,41905,19964,"Current",196254.14,"2024-04-13"
41906,41906,5389,"Current",62899.31,"2019-06-22"
41907,41907,22080,"Current",5703.81,"2024-12-30"
41908,41908,46246,"Saving",14850.73,"2025-04-09"
41909,41909,34079,"Current",56100.64,"2022-03-09"
41910,41910,43704,"Current",196943.3,"2023-07-15"
41911,41911,20771,"Current",6796.72,"2017-12-26"
41912,41912,49999,"Saving",104187.13,"2018-06-06"
41913,41913,44039,"Current",140253.99,"2024-06-04"
41914,41914,7536,"Current",103228.52,"2019-01-28"
41915,41915,25676,"Saving",45103.88,"2021-02-21"
41916,41916,42065,"Current",118139.73,"2020-12-21"
41917,41917,14965,"Current",86997.16,"2019-03-08"
41918,41918,49040,"Saving",176267.05,"2025-01-09"
41919,41919,42411,"Saving",137446.25,"2022-11-25"
41920,41920,11972,"Saving",65413.87,"2025-06-19"
41921,41921,37712,"Current",55461.13,"2019-11-09"
41922,41922,2108,"Saving",6349.71,"2019-03-04"
41923,41923,36870,"Current",151044.8,"2020-07-22"
41924,41924,42272,"Saving",88652.61,"2019-03-30"
41925,41925,21474,"Current",154643.99,"2022-07-13"
41926,41926,34324,"Saving",96087.24,"2023-06-22"
41927,41927,4411,"Saving",84223.4,"2024-05-01"
41928,41928,37639,"Current",157752.68,"2023-07-04"
41929,41929,12441,"Saving",49025.33,"2021-07-08"
41930,41930,40492,"Saving",120151.94,"2019-03-01"
41931,41931,38992,"Saving",44204.12,"2020-06-24"
41932,41932,26179,"Current",150881.89,"2022-03-23"
41933,41933,1903,"Current",15147.48,"2021-05-05"
41934,41934,12792,"Current",12049.35,"2025-01-10"
41935,41935,21865,"Current",24394.01,"2025-06-09"
41936,41936,35236,"Saving",186592.37,"2023-08-17"
41937,41937,39070,"Saving",92263.32,"2024-04-04"
41938,41938,13151,"Current",103179.34,"2025-03-28"
41939,41939,5006,"Saving",19381.17,"2023-04-27"
41940,41940,29370,"Saving",56844.88,"2019-09-04"
41941,41941,3899,"Current",93474.93,"2020-02-17"
41942,41942,9759,"Current",14303.71,"2025-11-15"
41943,41943,35298,"Saving",164392.98,"2023-05-14"
41944,41944,1905,"Current",31627.02,"2024-08-29"
41945,41945,46482,"Current",72776.21,"2019-04-25"
41946,41946,1642,"Saving",107293.74,"2023-07-16"
41947,41947,10040,"Current",69050.91,"2021-09-06"
41948,41948,23119,"Current",47997.12,"2021-09-30"
41949,41949,18726,"Saving",10019.0,"2024-04-29"
41950,41950,37159,"Saving",88546.6,"2025-11-14"
41951,41951,35844,"Current",101347.02,"2018-07-11"
41952,41952,38269,"Current",60813.15,"2025-03-09"
41953,41953,31134,"Current",13576.85,"2022-08-31"
41954,41954,4352,"Current",105147.61,"2019-02-18"
41955,41955,8244,"Saving",150181.62,"2022-03-24"
41956,41956,30446,"Current",177208.79,"2021-08-08"
41957,41957,6928,"Current",42990.88,"2022-04-01"
41958,41958,37506,"Current",107192.01,"2021-03-24"
41959,41959,1446,"Saving",153805.28,"2019-07-21"
41960,41960,5065,"Current",99973.15,"2025-09-05"
41961,41961,44329,"Saving",74641.49,"2022-09-12"
41962,41962,32779,"Current",51312.99,"2021-09-28"
41963,41963,47761,"Current",152610.63,"2024-10-28"
41964,41964,47759,"Current",88038.32,"2024-11-10"
41965,41965,29420,"Saving",142313.38,"2022-10-28"
41966,41966,525,"Current",54762.5,"2023-06-24"
41967,41967,35968,"Current",151300.82,"2022-02-02"
41968,41968,9741,"Saving",10573.64,"2020-09-29"
41969,41969,37151,"Current",166640.17,"2019-10-31"
41970,41970,12790,"Saving",27849.66,"2020-04-03"
41971,41971,29652,"Current",155129.23,"2023-08-01"
41972,41972,7979,"Current",19631.01,"2024-05-13"
41973,41973,25998,"Saving",132290.27,"2018-09-29"
41974,41974,36853,"Current",20872.82,"2018-08-30"
41975,41975,18656,"Saving",86556.99,"2023-03-19"
41976,41976,26251,"Current",81305.59,"2020-06-10"
41977,41977,4974,"Current",136252.67,"2025-06-14"
41978,41978,30954,"Current",59022.22,"2022-07-24"
41979,41979,10753,"Saving",146095.39,"2023-12-18"
41980,41980,19633,"Current",178418.1,"2022-12-24"
41981,41981,16491,"Saving",65812.55,"2020-01-22"
41982,41982,46547,"Current",19018.48,"2019-04-23"
41983,41983,3823,"Current",198913.78,"2019-07-08"
41984,41984,13768,"Saving",188673.53,"2018-12-26"
41985,41985,10850,"Current",20548.71,"2022-01-25"
41986,41986,13871,"Saving",194424.42,"2021-07-11"
41987,41987,12369,"Current",153346.79,"2022-12-07"
41988,41988,36936,"Current",106605.76,"2024-03-14"
41989,41989,12629,"Current",134236.41,"2020-09-07"
41990,41990,27698,"Current",28079.93,"2024-04-20"
41991,41991,14719,"Saving",72545.86,"2024-01-07"
41992,41992,1237,"Current",156798.25,"2017-12-08"
41993,41993,30045,"Current",122201.2,"2019-11-02"
