"loan_id";"customer_id";"branch_id";"loan_type";"loan_amount";"interest_rate";"start_date"
35913;27405;22771;"Car Loan";565977.44;7.64;"2018-12-22"
35914;17836;22076;"Home Loan";4652637.48;9.32;"2021-03-04"
35915;32625;28576;"Car Loan";1606198.44;8.93;"2022-04-20"
35916;23086;4272;"Home Loan";3095892.74;11.09;"2021-07-22"
35917;30049;17986;"Education Loan";1535406.39;9.67;"2020-03-14"
35918;16855;38233;"Car Loan";2957035.21;12.12;"2019-10-23"
35919;26372;3072;"Education Loan";4366158.06;8.98;"2019-12-29"
35920;49377;49903;"Home Loan";125679.94;8.9;"2024-11-18"
35921;5711;6798;"Car Loan";2662803.88;10.24;"2024-06-30"
35922;45842;21744;"Personal Loan";930043.19;7.59;"2024-09-21"
35923;29943;3489;"Personal Loan";3255893.09;10.27;"2018-06-29"
35924;43495;5310;"Personal Loan";4106849.35;8.93;"2022-08-22"
35925;32439;44042;"Education Loan";692578.03;8.45;"2024-06-18"
35926;438;31256;"Car Loan";3850639.2;9.09;"2024-05-08"
35927;41781;48911;"Personal Loan";4628356.83;12.42;"2020-09-22"
35928;25152;34518;"Car Loan";839128.89;10.91;"2025-07-23"
35929;21801;22948;"Car Loan";1699036.95;8.71;"2021-12-16"
35930;24218;25310;"Education Loan";4773430.15;7.04;"2018-04-05"
35931;6772;16557;"Car Loan";4576104.17;8.19;"2024-06-03"
35932;39866;37701;"Home Loan";2077051.33;9.85;"2022-01-03"
35933;45790;33279;"Personal Loan";2427469.91;11.56;"2023-08-30"
35934;46900;20598;"Home Loan";1121598.84;8.0;"2024-03-19"
35935;19174;30843;"Personal Loan";4112945.14;11.27;"2021-08-16"
35936;22215;33202;"Home Loan";2110763.3;10.16;"2018-02-27"
35937;29027;33777;"Education Loan";1328499.96;10.32;"2021-08-05"
35938;42387;17966;"Home Loan";3734239.1;10.29;"2021-02-03"
35939;36824;18436;"Car Loan";899632.13;8.05;"2025-09-14"
35940;25950;34208;"Car Loan";473869.27;10.91;"2021-08-18"
35941;46553;39948;"Home Loan";424060.29;11.15;"2021-04-27"
35942;28286;44271;"Car Loan";4240531.41;8.25;"2021-02-16"
35943;11549;169;"Education Loan";4925854.75;6.54;"2021-10-30"
35944;9754;11365;"Education Loan";2590559.22;6.6;"2022-05-29"
35945;20200;28163;"Personal Loan";1777178.68;7.13;"2019-12-13"
35946;36641;3933;"Personal Loan";3391780.03;10.31;"2024-05-08"
35947;4963;20937;"Home Loan";2778829.42;10.8;"2019-09-17"
35948;1628;27431;"Education Loan";2144043.35;8.55;"2020-03-28"
35949;22580;39503;"Home Loan";1891376.06;8.16;"2021-07-11"
35950;38563;3804;"Education Loan";3475901.16;9.58;"2018-02-20"
35951;7707;15813;"Personal Loan";4388639.8;9.99;"2020-07-07"
35952;27937;41876;"Personal Loan";1901667.16;10.86;"2023-07-06"
35953;12847;8193;"Home Loan";1908678.81;7.98;"2022-07-05"
35954;15689;49063;"Education Loan";2979522.42;11.14;"2018-12-24"
35955;44002;9993;"Education Loan";1389481.98;12.34;"2019-10-30"
35956;4216;47552;"Education Loan";790961.24;8.67;"2020-04-30"
35957;5495;13830;"Personal Loan";2754000.29;11.66;"2025-04-25"
35958;6901;40053;"Home Loan";2974558.81;7.8;"2019-07-28"
35959;39702;25446;"Car Loan";1493729.39;10.69;"2021-05-07"
35960;35520;37553;"Personal Loan";2518676.95;7.6;"2025-05-08"
35961;28867;16266;"Car Loan";4324420.54;11.39;"2020-12-19"
35962;15751;43943;"Personal Loan";1611588.17;11.77;"2024-10-10"
35963;15150;44649;"Personal Loan";3297356.76;7.06;"2019-04-11"
35964;39833;4447;"Home Loan";4640260.65;11.14;"2023-04-10"
35965;23283;2238;"Personal Loan";2652339.7;8.41;"2022-05-23"
35966;14940;40258;"Education Loan";1311190.69;11.93;"2023-01-23"
35967;41133;26797;"Education Loan";1862374.33;9.37;"2018-03-09"
35968;5910;11363;"Education Loan";656812.42;9.62;"2023-10-09"
35969;23089;17382;"Car Loan";4263840.2;11.76;"2022-04-30"
35970;16097;34524;"Personal Loan";3471502.94;12.47;"2019-04-23"
35971;7780;46808;"Car Loan";3065005.35;9.11;"2017-12-28"
35972;30246;49384;"Personal Loan";4573820.93;11.83;"2022-12-13"
35973;9299;28558;"Personal Loan";1437759.27;8.62;"2023-07-06"
35974;27490;5824;"Car Loan";744762.51;11.92;"2020-04-25"
35975;12302;385;"Home Loan";1551946.78;10.87;"2021-04-21"
35976;6030;20308;"Personal Loan";4852914.6;10.71;"2023-03-07"
35977;6119;45011;"Personal Loan";4357460.9;8.54;"2019-01-28"
35978;38416;4897;"Education Loan";2583586.96;6.55;"2020-07-29"
35979;39978;46990;"Education Loan";657480.46;11.58;"2023-11-06"
35980;30346;21217;"Education Loan";1827137.39;12.39;"2022-12-24"
35981;31467;49080;"Personal Loan";54504.7;8.13;"2020-05-15"
35982;29669;4678;"Car Loan";587237.1;8.77;"2024-07-31"
35983;48434;26042;"Car Loan";285502.84;10.43;"2025-06-14"
35984;15373;46371;"Car Loan";1414696.11;10.86;"2025-06-04"
35985;7867;38237;"Personal Loan";1016066.64;8.58;"2023-09-10"
35986;30251;48698;"Education Loan";922358.41;10.06;"2025-07-13"
35987;27590;19280;"Personal Loan";504682.19;10.86;"2019-02-25"
35988;20461;8062;"Personal Loan";3567492.91;11.06;"2019-09-27"
35989;25553;12372;"Car Loan";1561322.5;10.47;"2020-03-26"
35990;10314;32627;"Car Loan";1023591.87;9.8;"2018-09-21"
35991;41663;6435;"Car Loan";4777444.55;12.45;"2021-04-09"
35992;29343;22703;"Home Loan";2429120.76;11.92;"2023-10-26"
35993;44723;37212;"Personal Loan";168435.19;12.37;"2018-10-29"
35994;40059;8721;"Home Loan";3311899.92;8.59;"2022-11-23"
35995;17126;17773;"Education Loan";2373486.54;11.04;"2024-05-22"
35996;39701;19135;"Car Loan";2110894.67;12.37;"2021-05-18"
35997;33632;17282;"Home Loan";3125725.4;9.48;"2025-05-16"
35998;24734;12098;"Car Loan";927690.66;7.16;"2022-10-19"
35999;1523;9212;"Home Loan";1989162.02;11.09;"2024-06-05"
36000;32178;228;"Personal Loan";1337523.33;9.57;"2023-03-20"
36001;40785;4106;"Personal Loan";2048405.35;7.97;"2018-02-04"
36002;43374;11446;"Car Loan";3801814.72;10.87;"2018-10-15"
36003;33283;44112;"Education Loan";764921.03;9.44;"2025-11-03"
36004;34999;15478;"Home Loan";3878010.31;9.92;"2022-05-12"
36005;27171;46710;"Personal Loan";150087.04;8.2;"2022-02-18"
36006;10093;896;"Home Loan";4252710.89;10.78;"2020-09-24"
36007;12771;4618;"Car Loan";3304272.04;9.35;"2020-04-06"
36008;33250;46819;"Car Loan";1669339.41;12.4;"2020-03-26"
36009;5502;29055;"Car Loan";1347291.8;7.3;"2017-12-31"
36010;37294;27664;"Home Loan";394499.0;8.95;"2024-02-19"
36011;39011;14231;"Home Loan";439928.7;7.18;"2023-04-29"
36012;32186;40607;"Personal Loan";4696283.02;9.41;"2024-12-23"
36013;32842;23218;"Personal Loan";4810007.32;8.62;"2021-06-07"
36014;42398;3083;"Personal Loan";2231860.83;9.68;"2022-04-13"
36015;45163;35547;"Personal Loan";3609205.09;7.13;"2025-11-14"
36016;31904;2303;"Personal Loan";4018877.96;7.58;"2022-09-08"
36017;31138;21045;"Car Loan";1113303.93;12.34;"2021-09-03"
36018;11788;18980;"Personal Loan";3203078.93;6.55;"2019-02-20"
36019;14331;40746;"Personal Loan";2324059.78;7.01;"2023-06-11"
36020;10527;33328;"Education Loan";2809650.2;7.33;"2024-10-08"
36021;41481;33020;"Home Loan";3637044.59;9.01;"2024-04-20"
36022;12093;32821;"Personal Loan";2949391.79;7.77;"2021-05-04"
36023;46335;33329;"Car Loan";486161.31;7.79;"2025-03-26"
36024;11470;33521;"Personal Loan";1945517.61;6.67;"2018-09-11"
36025;40140;9209;"Education Loan";1420219.47;6.82;"2020-04-30"
36026;29299;366;"Personal Loan";3315226.36;11.66;"2020-09-14"
36027;29093;43407;"Education Loan";2177296.79;10.19;"2021-03-04"
36028;26195;6995;"Personal Loan";315848.35;12.17;"2021-05-07"
36029;31117;16958;"Car Loan";3120241.62;6.71;"2022-10-19"
36030;32141;43920;"Car Loan";739920.36;7.32;"2024-05-15"
36031;2443;41916;"Education Loan";2574952.53;11.51;"2020-09-05"
36032;12793;37528;"Car Loan";3090177.75;8.08;"2022-09-12"
36033;44660;19506;"Car Loan";1877657.35;7.75;"2024-02-09"
36034;7706;45839;"Home Loan";949742.78;7.04;"2021-02-22"
36035;28271;3636;"Car Loan";1340872.99;8.77;"2023-12-25"
36036;3114;8343;"Personal Loan";4195947.1;10.45;"2020-08-21"
36037;34907;20661;"Home Loan";1177226.73;9.19;"2018-05-24"
36038;16820;9947;"Education Loan";2279853.95;6.92;"2021-04-02"
36039;43113;35336;"Personal Loan";3646602.7;8.11;"2025-07-04"
36040;3776;9852;"Education Loan";3549093.56;11.49;"2018-12-02"
36041;18685;49996;"Personal Loan";2996657.2;9.96;"2023-11-21"
36042;33251;13986;"Home Loan";2603968.1;12.31;"2021-01-03"
36043;23800;34887;"Personal Loan";154679.8;7.4;"2018-04-18"
36044;31211;44236;"Personal Loan";2443916.99;6.82;"2018-08-25"
36045;14670;35262;"Home Loan";3355738.38;11.48;"2020-11-29"
36046;13094;5499;"Home Loan";1200744.38;11.88;"2024-01-08"
36047;22740;474;"Personal Loan";2128245.82;7.65;"2018-11-22"
36048;14462;39638;"Education Loan";4969411.84;11.53;"2023-12-02"
36049;28837;28217;"Car Loan";4098465.24;12.41;"2024-01-29"
36050;42894;17555;"Personal Loan";3276725.78;10.2;"2018-06-12"
36051;48246;16094;"Education Loan";100494.41;11.25;"2021-01-04"
36052;38285;27121;"Personal Loan";4536492.66;9.01;"2018-08-08"
36053;31233;46607;"Car Loan";1672746.04;11.43;"2019-10-01"
36054;14492;27793;"Education Loan";1423727.76;12.12;"2020-12-22"
36055;33257;48138;"Home Loan";2962080.44;8.22;"2018-08-05"
36056;34312;17515;"Personal Loan";4751157.47;8.29;"2025-02-11"
36057;40062;32752;"Home Loan";3919083.13;7.48;"2025-07-06"
36058;32549;31520;"Personal Loan";446535.67;9.27;"2022-09-29"
36059;19156;13483;"Education Loan";2212161.03;10.27;"2021-01-10"
36060;22405;46058;"Education Loan";4254509.1;9.1;"2025-03-25"
36061;46850;22222;"Home Loan";4111672.67;11.1;"2019-12-24"
36062;44120;34195;"Personal Loan";3327849.89;10.87;"2020-12-07"
36063;8684;2916;"Personal Loan";1478991.63;9.0;"2021-02-10"
36064;44923;3440;"Car Loan";3617128.16;9.21;"2021-11-05"
36065;4589;42633;"Car Loan";3928821.61;7.95;"2020-12-06"
36066;25898;22049;"Education Loan";1687642.89;8.32;"2024-01-30"
36067;39828;24709;"Education Loan";4730120.85;9.65;"2019-09-26"
36068;32475;7679;"Education Loan";988001.85;11.47;"2021-08-26"
36069;17425;29303;"Personal Loan";2011116.48;11.52;"2018-10-07"
36070;38701;40022;"Personal Loan";3957599.09;10.75;"2024-06-29"
36071;36598;15480;"Personal Loan";1609449.84;8.32;"2018-05-15"
36072;43016;37080;"Personal Loan";3830113.8;9.08;"2017-12-25"
36073;2170;13777;"Personal Loan";3462860.24;11.35;"2021-11-24"
36074;41188;20696;"Home Loan";4112099.49;7.14;"2018-10-05"
36075;12141;41142;"Car Loan";3434058.3;7.29;"2021-11-17"
36076;21176;46526;"Car Loan";4151092.2;11.05;"2025-10-07"
36077;1894;36468;"Car Loan";2046780.72;9.33;"2022-02-04"
36078;7197;47978;"Home Loan";3231660.18;7.6;"2023-07-21"
36079;11579;21545;"Home Loan";2598058.41;10.19;"2023-02-04"
36080;15002;28152;"Car Loan";851463.39;9.01;"2018-07-25"
36081;24754;25947;"Education Loan";2494350.94;11.1;"2024-06-08"
36082;21809;36422;"Home Loan";1712578.59;8.08;"2020-05-19"
36083;8011;8892;"Education Loan";2044097.56;11.45;"2020-08-14"
36084;26325;17315;"Home Loan";2769985.5;7.28;"2020-03-18"
36085;24393;30557;"Home Loan";4633706.86;8.23;"2023-09-13"
36086;35508;19680;"Personal Loan";4092025.43;12.4;"2018-10-24"
36087;10139;32607;"Personal Loan";4236878.33;10.34;"2019-04-01"
36088;18533;29357;"Car Loan";2351222.15;12.25;"2025-04-25"
36089;14770;30569;"Home Loan";352605.43;10.4;"2021-06-18"
36090;12296;1392;"Education Loan";1283223.55;6.62;"2021-06-17"
36091;5248;17398;"Personal Loan";2565170.57;7.23;"2019-02-09"
36092;28296;19240;"Education Loan";4871481.0;6.59;"2021-09-22"
36093;44526;43975;"Education Loan";3762145.6;10.36;"2018-10-19"
36094;28833;21040;"Education Loan";3641683.38;11.27;"2024-06-06"
36095;28336;8341;"Personal Loan";3677540.74;10.38;"2018-07-25"
36096;35562;42259;"Car Loan";3417377.41;6.53;"2021-08-17"
36097;22475;13570;"Education Loan";4198363.38;7.39;"2025-08-16"
36098;41559;45407;"Car Loan";3425414.99;11.03;"2020-05-11"
36099;25806;4721;"Home Loan";2862273.03;8.64;"2022-03-27"
36100;26561;13776;"Education Loan";1503597.04;6.9;"2018-08-27"
36101;12181;8028;"Personal Loan";3225098.33;12.36;"2018-03-24"
36102;206;18876;"Home Loan";4694954.52;7.74;"2020-07-18"
36103;39342;38789;"Home Loan";4245194.14;7.66;"2020-03-21"
36104;45854;41817;"Education Loan";3091996.3;9.53;"2019-02-08"
36105;43155;41849;"Personal Loan";2431798.66;10.01;"2017-12-29"
36106;36044;49033;"Personal Loan";4113262.0;9.9;"2024-11-12"
36107;36296;26188;"Car Loan";4505826.68;7.5;"2019-06-06"
36108;343;24263;"Education Loan";426642.83;11.86;"2020-03-08"
36109;28845;14769;"Education Loan";2434953.45;9.01;"2020-07-22"
36110;20607;24331;"Education Loan";4908162.09;8.2;"2024-12-11"
36111;350;36418;"Personal Loan";132282.0;12.07;"2018-10-10"
36112;22272;33771;"Home Loan";461521.09;8.11;"2020-01-13"
36113;31448;29208;"Car Loan";4542194.26;7.08;"2019-01-03"
36114;29717;23413;"Car Loan";1501088.62;11.69;"2023-06-12"
36115;48793;23383;"Personal Loan";2825433.63;12.06;"2018-09-23"
36116;2578;26989;"Personal Loan";4772936.15;8.23;"2021-11-08"
36117;7985;34376;"Car Loan";3248918.12;7.66;"2021-10-04"
36118;16764;35920;"Education Loan";3771167.18;8.44;"2018-12-14"
36119;39672;42505;"Home Loan";1094001.21;8.94;"2023-05-31"
36120;10481;22643;"Car Loan";2446455.9;10.09;"2020-01-20"
36121;47783;25845;"Car Loan";1181665.52;6.57;"2023-09-04"
36122;2173;27698;"Car Loan";789737.17;8.29;"2020-11-22"
36123;3095;6437;"Personal Loan";607109.63;9.33;"2022-05-11"
36124;28779;43523;"Personal Loan";3064200.06;8.23;"2018-04-24"
36125;32437;25225;"Personal Loan";638440.4;9.2;"2022-10-10"
36126;7661;37715;"Home Loan";681994.6;7.7;"2021-04-21"
36127;42268;30581;"Home Loan";3997256.75;10.3;"2020-10-03"
36128;10023;45215;"Home Loan";3624016.47;11.63;"2018-10-30"
36129;35906;17112;"Car Loan";495192.37;8.65;"2019-05-13"
36130;48257;5090;"Education Loan";467071.89;9.53;"2020-04-28"
36131;18015;47161;"Education Loan";65875.02;9.35;"2020-08-14"
36132;2879;45239;"Education Loan";4033711.65;12.2;"2022-01-17"
36133;20146;3545;"Home Loan";2309569.74;11.83;"2019-03-19"
36134;11886;33802;"Education Loan";1252151.14;6.66;"2021-12-12"
36135;43843;33459;"Education Loan";383452.94;8.88;"2021-04-30"
36136;44488;12712;"Personal Loan";3602731.56;10.86;"2025-08-18"
36137;17487;38690;"Education Loan";620285.17;9.82;"2019-09-28"
36138;40631;11979;"Education Loan";3130665.2;11.27;"2021-08-31"
36139;1424;24254;"Personal Loan";1857603.84;9.75;"2021-10-26"
36140;9462;9460;"Personal Loan";2430606.64;9.92;"2022-01-07"
36141;6817;16393;"Personal Loan";4945119.53;9.27;"2018-09-20"
36142;36128;24549;"Education Loan";2338362.9;6.85;"2024-02-04"
36143;1668;39229;"Personal Loan";822491.87;7.64;"2019-03-03"
36144;13748;49467;"Personal Loan";1447568.5;9.68;"2022-03-07"
36145;23069;27;"Education Loan";1734797.96;7.91;"2020-11-18"
36146;25059;42545;"Home Loan";3582347.7;7.04;"2022-01-16"
36147;8048;16610;"Education Loan";2184448.53;10.69;"2018-11-08"
36148;39933;29380;"Education Loan";1652127.38;9.04;"2018-10-16"
36149;27688;19812;"Home Loan";2976210.52;7.68;"2020-03-01"
36150;26329;27048;"Car Loan";3201871.28;8.0;"2020-07-26"
36151;1214;40173;"Education Loan";4727188.53;11.45;"2023-01-01"
36152;23339;36359;"Personal Loan";1519873.57;11.41;"2019-07-20"
36153;17572;7704;"Education Loan";766457.31;8.48;"2018-03-28"
36154;43729;6886;"Car Loan";4973894.1;6.67;"2022-07-02"
36155;32658;48946;"Car Loan";4138594.9;10.71;"2021-08-17"
36156;37857;13059;"Personal Loan";4765386.77;6.75;"2025-06-16"
36157;29915;20382;"Personal Loan";4956776.32;11.15;"2024-12-31"
36158;24010;48220;"Home Loan";2939342.1;7.84;"2018-09-22"
36159;25324;39430;"Home Loan";1247615.13;8.78;"2022-09-07"
36160;18930;24421;"Car Loan";4281312.05;8.47;"2019-04-26"
36161;156;44135;"Home Loan";3079182.89;11.14;"2023-07-14"
36162;43271;29348;"Home Loan";3365498.05;10.6;"2021-11-19"
36163;29367;12210;"Personal Loan";4548883.62;11.17;"2024-04-24"
36164;16782;26817;"Car Loan";3292001.92;11.26;"2021-10-17"
36165;10642;47015;"Home Loan";3661138.77;9.62;"2024-02-03"
36166;13607;38379;"Home Loan";4249064.7;6.83;"2020-02-03"
36167;13148;48159;"Car Loan";994733.41;11.69;"2025-09-01"
36168;17278;13923;"Car Loan";3900525.68;6.71;"2018-08-18"
36169;37633;41663;"Car Loan";1286737.03;7.22;"2020-03-19"
36170;33909;33976;"Personal Loan";886573.32;8.72;"2021-12-13"
36171;10006;44366;"Car Loan";1419780.48;11.9;"2022-08-25"
36172;2378;37168;"Education Loan";3677642.29;10.82;"2018-08-12"
36173;43887;45418;"Car Loan";4089688.61;7.77;"2019-04-27"
36174;40827;20769;"Personal Loan";1279374.19;10.87;"2021-03-23"
36175;19488;2739;"Education Loan";2063835.84;7.88;"2019-07-10"
36176;2720;25164;"Education Loan";115404.71;12.13;"2017-12-22"
36177;25269;28159;"Home Loan";1905641.18;11.92;"2019-03-16"
36178;9252;12411;"Education Loan";729616.21;9.89;"2020-02-22"
36179;47228;14860;"Car Loan";4974930.82;11.04;"2022-12-15"
36180;43978;15752;"Personal Loan";3843197.13;9.63;"2020-04-03"
36181;45435;30298;"Education Loan";4637608.19;7.56;"2023-12-25"
36182;1237;34988;"Home Loan";1539871.03;8.57;"2025-10-02"
36183;10217;11952;"Personal Loan";2540446.12;7.77;"2019-04-29"
36184;27277;22561;"Car Loan";434038.33;10.78;"2022-10-26"
36185;46048;43134;"Car Loan";1607303.63;7.97;"2018-11-13"
36186;32876;39997;"Personal Loan";1783623.34;10.57;"2022-01-28"
36187;11100;6916;"Home Loan";4037699.04;11.2;"2023-11-19"
36188;23080;29377;"Education Loan";1489556.14;8.26;"2018-04-12"
36189;23067;17745;"Education Loan";326613.21;8.96;"2021-09-16"
36190;17479;35018;"Personal Loan";3555609.37;7.53;"2018-10-04"
36191;32380;16958;"Personal Loan";2628829.09;11.3;"2018-03-24"
36192;26418;7793;"Education Loan";288581.7;7.27;"2025-03-10"
36193;999;4683;"Personal Loan";958433.29;11.97;"2018-12-05"
36194;34701;14378;"Car Loan";4031028.6;11.91;"2020-01-31"
36195;37721;45543;"Car Loan";3027211.98;9.72;"2018-03-15"
36196;15869;35431;"Personal Loan";1789373.35;8.97;"2020-02-08"
36197;29764;27240;"Home Loan";4026207.25;11.62;"2025-07-04"
36198;24347;38702;"Personal Loan";1518245.33;6.72;"2020-03-21"
36199;42999;13034;"Home Loan";2226501.66;8.57;"2023-09-03"
36200;38298;4933;"Education Loan";1496520.14;9.03;"2023-06-11"
36201;6154;12427;"Education Loan";2862989.23;8.07;"2021-03-28"
36202;6754;7310;"Education Loan";1917847.27;8.31;"2019-12-21"
36203;9301;13616;"Car Loan";1120703.47;11.4;"2025-11-18"
36204;40034;38523;"Home Loan";3698764.59;8.64;"2023-03-29"
36205;49197;7182;"Car Loan";396941.71;10.73;"2023-09-03"
36206;47432;41984;"Personal Loan";3362875.11;11.31;"2022-01-28"
36207;18952;27183;"Education Loan";2302075.33;6.76;"2022-06-18"
36208;49104;18799;"Car Loan";2294410.51;11.37;"2024-07-23"
36209;11487;7691;"Car Loan";3300320.72;8.44;"2020-03-06"
36210;36013;34706;"Home Loan";2191765.4;9.64;"2021-11-03"
36211;46652;263;"Personal Loan";2667340.91;11.62;"2025-04-24"
36212;3888;19053;"Education Loan";295751.78;11.17;"2018-12-23"
36213;37717;17342;"Education Loan";71367.74;8.05;"2025-10-07"
36214;9633;7392;"Education Loan";964114.4;11.83;"2022-11-06"
36215;42245;13370;"Home Loan";4390499.29;10.33;"2024-07-15"
36216;37054;13587;"Personal Loan";2211296.2;11.99;"2021-04-04"
36217;12326;18647;"Personal Loan";1979548.9;10.24;"2022-07-09"
36218;41442;7856;"Education Loan";3746118.02;11.04;"2019-03-01"
36219;43378;27359;"Education Loan";1853611.89;10.04;"2021-02-01"
36220;2213;42924;"Home Loan";4702577.58;11.2;"2025-04-10"
36221;47269;23697;"Personal Loan";1974998.7;11.86;"2025-11-15"
36222;15512;45367;"Personal Loan";3512266.91;6.68;"2024-05-08"
36223;33441;46669;"Education Loan";4249194.11;12.49;"2021-03-28"
36224;29698;17056;"Car Loan";3010736.66;7.7;"2022-11-17"
36225;20128;39609;"Home Loan";1008056.51;11.29;"2021-08-17"
36226;25433;19184;"Education Loan";4044566.4;7.44;"2023-06-02"
36227;38378;27414;"Car Loan";2735261.31;11.95;"2023-06-06"
36228;6061;9332;"Home Loan";1122214.7;12.16;"2020-02-05"
36229;629;425;"Home Loan";3925180.09;8.81;"2017-12-11"
36230;15451;19021;"Home Loan";3622542.24;8.15;"2020-03-04"
36231;47023;47973;"Car Loan";3145881.3;10.25;"2019-09-01"
36232;24215;810;"Personal Loan";4087738.12;12.48;"2025-02-21"
36233;37161;44328;"Education Loan";4866166.04;10.91;"2018-04-15"
36234;22688;21384;"Car Loan";2871569.0;7.22;"2021-03-13"
36235;29101;27344;"Car Loan";1480559.55;6.84;"2023-07-22"
36236;18705;34387;"Home Loan";1939068.8;6.86;"2020-07-14"
36237;47552;9589;"Car Loan";3666276.79;8.85;"2018-07-25"
36238;40066;28445;"Education Loan";4244715.31;7.78;"2019-05-31"
36239;13048;32435;"Car Loan";4779171.76;6.79;"2022-01-31"
36240;12013;42493;"Home Loan";2802704.29;8.58;"2023-02-04"
36241;38457;11800;"Personal Loan";3372687.38;11.22;"2021-01-15"
36242;40428;10936;"Education Loan";2849581.17;7.77;"2020-04-29"
36243;6767;17565;"Education Loan";3011828.34;6.93;"2022-01-03"
36244;12871;38947;"Car Loan";4097097.39;10.14;"2020-07-03"
36245;24903;9660;"Education Loan";1914291.69;10.97;"2018-07-27"
36246;20630;41498;"Education Loan";830290.24;8.48;"2020-04-23"
36247;13716;18271;"Home Loan";3547857.9;11.56;"2021-06-08"
36248;43402;3966;"Car Loan";3013400.11;12.23;"2019-05-22"
36249;275;35333;"Personal Loan";477684.35;10.95;"2021-01-18"
36250;5417;25970;"Personal Loan";704391.56;8.38;"2018-06-28"
36251;33199;48358;"Home Loan";2942248.02;7.81;"2023-03-10"
36252;20915;21961;"Education Loan";3590778.13;11.54;"2019-10-07"
36253;34693;34562;"Home Loan";301212.49;10.91;"2018-09-06"
36254;25714;43602;"Car Loan";517854.29;10.39;"2025-05-21"
36255;39761;35089;"Car Loan";4374935.11;10.66;"2022-04-24"
36256;12776;5419;"Personal Loan";2628494.17;12.24;"2025-06-24"
36257;414;20366;"Home Loan";3338812.38;11.17;"2024-10-02"
36258;12383;23854;"Car Loan";3941951.15;8.31;"2019-12-10"
36259;25542;39409;"Education Loan";2717256.05;7.73;"2018-04-02"
36260;14000;3394;"Personal Loan";2275665.26;11.81;"2020-12-14"
36261;8599;2136;"Education Loan";4278364.67;11.47;"2019-11-23"
36262;6470;32850;"Education Loan";1989962.03;12.22;"2020-07-20"
36263;1039;16993;"Car Loan";3537983.18;8.69;"2023-11-08"
36264;5531;42194;"Personal Loan";156312.45;8.89;"2023-11-28"
36265;36291;5562;"Car Loan";2263554.79;11.4;"2021-05-13"
36266;40006;19888;"Personal Loan";2903478.82;11.5;"2025-11-07"
36267;25714;34986;"Education Loan";2662078.82;11.43;"2022-11-04"
36268;26716;7229;"Home Loan";1602745.04;11.27;"2022-12-15"
36269;22286;37988;"Education Loan";2258831.22;8.96;"2022-11-11"
36270;39942;34637;"Education Loan";649255.14;7.17;"2019-06-14"
36271;34980;19068;"Home Loan";904362.96;9.79;"2025-07-08"
36272;30793;35198;"Home Loan";2023682.91;10.1;"2020-08-18"
36273;7348;20489;"Car Loan";4298306.16;10.38;"2017-12-10"
36274;25906;42512;"Home Loan";2327545.57;8.81;"2019-06-17"
36275;29224;9967;"Home Loan";1239666.41;11.53;"2025-10-31"
36276;20920;447;"Home Loan";2593456.83;11.31;"2023-06-29"
36277;2988;43580;"Education Loan";2284459.81;7.6;"2022-08-18"
36278;1166;4457;"Car Loan";208163.49;10.82;"2021-10-11"
36279;6669;20991;"Personal Loan";4695538.71;7.82;"2022-08-19"
36280;5465;38011;"Home Loan";729673.98;11.34;"2020-07-16"
36281;43308;24013;"Home Loan";2182912.44;8.67;"2019-03-05"
36282;19894;44867;"Personal Loan";2258749.68;9.23;"2021-12-31"
36283;31340;11886;"Personal Loan";2814827.9;7.42;"2024-04-11"
36284;33410;337;"Home Loan";2122011.31;8.75;"2022-11-12"
36285;14694;40957;"Home Loan";4235276.33;7.25;"2022-04-05"
36286;35446;16006;"Car Loan";710270.67;10.3;"2018-03-27"
36287;35246;1088;"Home Loan";4794827.49;11.48;"2025-10-24"
36288;18098;40457;"Personal Loan";4034012.86;10.08;"2018-03-24"
36289;42963;1404;"Education Loan";123469.09;8.98;"2022-08-13"
36290;17268;5360;"Education Loan";3640841.12;8.43;"2021-11-06"
36291;5431;5070;"Car Loan";4179083.48;12.21;"2019-09-25"
36292;45078;24336;"Car Loan";2421602.27;11.07;"2020-06-23"
36293;36448;2284;"Home Loan";1041096.51;9.66;"2023-05-19"
36294;21139;30859;"Car Loan";977909.69;7.04;"2019-01-26"
36295;21507;26551;"Personal Loan";1827026.1;11.45;"2022-02-15"
36296;23669;45250;"Personal Loan";2262235.33;12.06;"2018-06-04"
36297;27360;30325;"Home Loan";159847.13;7.4;"2018-12-15"
36298;40550;10054;"Education Loan";300282.57;10.98;"2020-04-23"
36299;20250;7126;"Personal Loan";3150255.65;9.02;"2024-12-06"
36300;1203;46240;"Education Loan";4792415.23;12.33;"2024-02-02"
36301;43496;3271;"Home Loan";325485.42;9.07;"2020-10-08"
36302;25990;41919;"Home Loan";1746827.51;8.51;"2022-01-22"
36303;9909;45666;"Education Loan";1117892.8;8.89;"2019-05-21"
36304;33185;42588;"Car Loan";4283010.84;8.94;"2024-10-09"
36305;14276;10916;"Education Loan";2266504.75;10.43;"2022-04-07"
36306;35735;29649;"Home Loan";3959587.09;10.27;"2018-10-03"
36307;29159;43987;"Education Loan";870235.1;12.03;"2023-01-17"
36308;41450;31782;"Personal Loan";4371010.19;10.63;"2021-10-13"
36309;46416;46738;"Home Loan";2967163.34;12.08;"2018-03-18"
36310;5261;3683;"Home Loan";1480204.68;9.03;"2025-05-14"
