"atm_id";"branch_id";"location";"city";"status"
44339;26474;"H.No. 952, Korpal Nagar";"Nagpur";"Active"
44340;178;"875
Kadakia Street";"Pune";"Active"
44341;27775;"H.No. 888, Kamdar Marg";"Kolhapur";"Active"
44342;46944;"83
Bath Ganj";"Solapur";"Inactive"
44343;18471;"17
Acharya Road";"Nagpur";"Active"
44344;32173;"51/420
Chowdhury Chowk";"Satara";"Active"
44345;3563;"52/160, Sachdeva Nagar";"Solapur";"Inactive"
44346;36493;"627, Madan";"Mumbai";"Active"
44347;14192;"55
Mohanty Nagar";"Nagpur";"Active"
44348;35909;"46/115
Kothari Marg";"Thane";"Active"
44349;22961;"H.No. 15
Dara Chowk";"Kolhapur";"Active"
44350;48863;"H.No. 09
Lal Circle";"Pune";"Active"
44351;31629;"05
Pai";"Ahmednagar";"Active"
44352;48172;"880
De Marg";"Aurangabad";"Inactive"
44353;26958;"346, Prasad Nagar";"Aurangabad";"Active"
44354;19978;"76/02
Kapur Ganj";"Ahmednagar";"Active"
44355;35474;"16, Sheth Chowk";"Nashik";"Inactive"
44356;23341;"540, Sen";"Nagpur";"Active"
44357;22158;"94
Manda Marg";"Solapur";"Active"
44358;36675;"04, Chandra Circle";"Nagpur";"Active"
44359;16756;"H.No. 61, Karan Ganj";"Nashik";"Inactive"
44360;43491;"29
Choudhary Path";"Pune";"Active"
44361;48148;"H.No. 81, Sabharwal";"Nagpur";"Inactive"
44362;31992;"396, Sharma Nagar";"Solapur";"Inactive"
44363;29316;"94/98, Narang Zila";"Pune";"Active"
44364;47931;"04/001
Gulati Circle";"Nagpur";"Active"
44365;45747;"38/87, Handa Street";"Ahmednagar";"Active"
44366;1602;"H.No. 349
Narain Circle";"Solapur";"Active"
44367;23583;"69, Mandal Marg";"Kolhapur";"Active"
44368;12158;"H.No. 107, Kant Nagar";"Ahmednagar";"Inactive"
44369;6944;"577, Jhaveri Street";"Mumbai";"Inactive"
44370;9459;"370
Warrior Circle";"Pune";"Inactive"
44371;23281;"H.No. 04, Golla Marg";"Kolhapur";"Active"
44372;21723;"H.No. 246
Karan Circle";"Thane";"Inactive"
44373;31185;"908, Dhar Circle";"Satara";"Inactive"
44374;8069;"295
Madan";"Pune";"Inactive"
44375;26985;"14
Khatri Street";"Ahmednagar";"Active"
44376;878;"58
Toor Road";"Thane";"Inactive"
44377;18573;"H.No. 95
Sengupta Circle";"Kolhapur";"Active"
44378;12502;"00/56, Chandra Marg";"Aurangabad";"Inactive"
44379;41529;"53/06
Shah Marg";"Aurangabad";"Active"
44380;34651;"430, Parmar Ganj";"Nagpur";"Inactive"
44381;45553;"82
Mane Nagar";"Mumbai";"Inactive"
44382;37585;"41
De Marg";"Nashik";"Inactive"
44383;8140;"H.No. 45
Sura Circle";"Thane";"Active"
44384;18278;"34/23
Sur";"Kolhapur";"Active"
44385;15903;"45, Bail Nagar";"Satara";"Inactive"
44386;45218;"313, Ray";"Ahmednagar";"Inactive"
44387;3095;"664, Kuruvilla";"Pune";"Inactive"
44388;45682;"957, Jaggi Street";"Kolhapur";"Active"
44389;28920;"58/14, Khurana Street";"Solapur";"Active"
44390;1574;"92
Bhatt Ganj";"Aurangabad";"Inactive"
44391;46906;"49, Murty Street";"Ahmednagar";"Inactive"
44392;45599;"H.No. 27, Sagar Nagar";"Nashik";"Inactive"
44393;21456;"H.No. 897
Sarkar";"Pune";"Inactive"
44394;36064;"H.No. 953
Amble Circle";"Solapur";"Active"
44395;39999;"H.No. 11
Agate";"Satara";"Active"
44396;39834;"07/42
Deshmukh Chowk";"Solapur";"Inactive"
44397;6692;"73, Rout Street";"Mumbai";"Inactive"
44398;11772;"39, Majumdar Nagar";"Thane";"Inactive"
44399;30209;"38/12
Andra Ganj";"Nashik";"Active"
44400;40600;"H.No. 86, Date Chowk";"Thane";"Inactive"
44401;18621;"H.No. 57, Talwar Path";"Thane";"Active"
44402;41679;"71/44, Kari Ganj";"Nagpur";"Active"
44403;7956;"321
Menon Zila";"Nagpur";"Active"
44404;48705;"22
Palla Ganj";"Aurangabad";"Active"
44405;7950;"H.No. 59, Pingle Chowk";"Aurangabad";"Inactive"
44406;3662;"31
Jain";"Solapur";"Inactive"
44407;40856;"323, Pandya Street";"Aurangabad";"Inactive"
44408;22095;"H.No. 957, Dyal Circle";"Pune";"Inactive"
44409;31978;"705, Murty Circle";"Satara";"Active"
44410;38987;"63/756
Balasubramanian Street";"Solapur";"Inactive"
44411;8443;"67/32
Bora Nagar";"Nashik";"Inactive"
44412;34549;"59/223
Loke Zila";"Kolhapur";"Inactive"
44413;21992;"98/594, Kalla Street";"Solapur";"Active"
44414;10242;"565, Choudhary Ganj";"Nagpur";"Inactive"
44415;25440;"17
Magar Road";"Thane";"Inactive"
44416;3399;"85/442
Sha Zila";"Kolhapur";"Active"
44417;20448;"39
Rana Street";"Mumbai";"Inactive"
44418;34023;"93
Basak Chowk";"Ahmednagar";"Inactive"
44419;12076;"84/736, Brahmbhatt Nagar";"Nagpur";"Inactive"
44420;44110;"H.No. 45, Ravel Zila";"Nashik";"Inactive"
44421;49023;"69/285
Zachariah Zila";"Mumbai";"Active"
44422;25015;"H.No. 72
Saran Marg";"Ahmednagar";"Inactive"
44423;35464;"H.No. 58
Khalsa Marg";"Ahmednagar";"Active"
44424;42734;"418, Brahmbhatt Road";"Mumbai";"Active"
44425;23015;"29/283, Dugar Zila";"Ahmednagar";"Inactive"
44426;24164;"78/61
Yadav Nagar";"Pune";"Active"
44427;49990;"H.No. 047
Basak";"Nashik";"Active"
44428;10323;"H.No. 39, Shah";"Kolhapur";"Active"
44429;36790;"72/692, Joshi Street";"Kolhapur";"Inactive"
44430;8594;"H.No. 80
Dubey Road";"Thane";"Inactive"
44431;31918;"43/764
Barad Road";"Kolhapur";"Inactive"
44432;31941;"529, Yogi";"Ahmednagar";"Inactive"
44433;46847;"H.No. 825, Bhatia Path";"Pune";"Inactive"
44434;2194;"H.No. 372, Rege Road";"Aurangabad";"Inactive"
44435;2687;"02/232
Rau Path";"Kolhapur";"Active"
44436;12989;"H.No. 11, Om Circle";"Nashik";"Active"
44437;27613;"H.No. 266
Pall Road";"Mumbai";"Inactive"
44438;35587;"689
Khanna Road";"Ahmednagar";"Inactive"
44439;41707;"H.No. 97, Konda Path";"Satara";"Inactive"
44440;10926;"48/50, Om Road";"Mumbai";"Active"
44441;1858;"H.No. 910, Karnik Chowk";"Kolhapur";"Active"
44442;49293;"H.No. 466
Kannan Circle";"Aurangabad";"Inactive"
44443;25755;"H.No. 529
Char Zila";"Nashik";"Inactive"
44444;3049;"45, Anne Marg";"Aurangabad";"Inactive"
44445;27974;"H.No. 42, Kaul Nagar";"Aurangabad";"Inactive"
44446;15727;"H.No. 383, Goswami Road";"Kolhapur";"Active"
44447;17652;"74, Sibal Road";"Kolhapur";"Active"
44448;22261;"H.No. 40, Parekh Nagar";"Kolhapur";"Inactive"
44449;49919;"15, Gill Road";"Mumbai";"Active"
44450;44533;"032
Manda Ganj";"Aurangabad";"Active"
44451;3491;"H.No. 027, Mani Chowk";"Kolhapur";"Inactive"
44452;40041;"923, Kumer Marg";"Mumbai";"Active"
44453;15490;"05/286
Sane Marg";"Nashik";"Active"
44454;1401;"H.No. 180
Padmanabhan";"Satara";"Active"
44455;9955;"36/59, Dugal Road";"Kolhapur";"Inactive"
44456;15012;"H.No. 27
Mahal Road";"Nagpur";"Active"
44457;15146;"40/42, Morar Ganj";"Aurangabad";"Inactive"
44458;30144;"76
Raju Ganj";"Mumbai";"Active"
44459;49978;"56/138, Prashad";"Satara";"Active"
44460;25323;"733
Wali Path";"Solapur";"Inactive"
44461;36458;"00/515, Wali Chowk";"Ahmednagar";"Active"
44462;30127;"963, Luthra";"Pune";"Inactive"
44463;33047;"439, Wable Circle";"Nagpur";"Inactive"
44464;16961;"53/54
Nanda Road";"Mumbai";"Inactive"
44465;26796;"608
Chana Path";"Satara";"Inactive"
44466;17415;"50
Ghosh Street";"Mumbai";"Active"
44467;22907;"H.No. 452
Mannan Ganj";"Nashik";"Inactive"
44468;3071;"H.No. 32, Karpe Path";"Aurangabad";"Inactive"
44469;15617;"H.No. 42, More";"Kolhapur";"Inactive"
44470;11973;"17, Srinivasan Zila";"Ahmednagar";"Active"
44471;48665;"45/451
Narula Nagar";"Kolhapur";"Active"
44472;7719;"68, Shan Road";"Thane";"Active"
44473;34507;"26/983, Garde";"Thane";"Active"
44474;8861;"157, Arora Nagar";"Mumbai";"Active"
44475;33806;"75/57, Yogi Nagar";"Ahmednagar";"Inactive"
44476;12229;"549
Kannan Ganj";"Kolhapur";"Active"
44477;28567;"11/078
Khatri Zila";"Satara";"Active"
44478;13175;"35/76
Agrawal";"Aurangabad";"Active"
44479;37454;"H.No. 75
Taneja Nagar";"Nashik";"Active"
44480;49888;"H.No. 67, Bumb Street";"Ahmednagar";"Inactive"
44481;25825;"85, Dalal Path";"Aurangabad";"Active"
44482;5240;"96/596
Hayre Path";"Kolhapur";"Active"
44483;10705;"07/479
Kanda";"Nagpur";"Inactive"
44484;13461;"69
Mand Marg";"Nagpur";"Active"
44485;26845;"370, Bhat Circle";"Nagpur";"Active"
44486;16062;"07/369
Dugal Ganj";"Kolhapur";"Active"
44487;28645;"92/10
Malhotra Zila";"Solapur";"Active"
44488;28208;"979, Amble Road";"Nashik";"Active"
44489;43250;"797, Andra Street";"Thane";"Inactive"
44490;24654;"653
Taneja Circle";"Ahmednagar";"Inactive"
44491;9005;"H.No. 806
Yohannan Path";"Nagpur";"Active"
44492;10425;"144, Krishnamurthy Zila";"Nashik";"Active"
44493;33691;"26/35
Dave Ganj";"Ahmednagar";"Active"
44494;36345;"H.No. 29
Ray Marg";"Solapur";"Inactive"
44495;19274;"92/050
Jha Chowk";"Mumbai";"Active"
44496;21156;"63/130, Pai Marg";"Nagpur";"Inactive"
44497;31333;"439, Rajagopalan Street";"Nashik";"Inactive"
44498;17397;"24
Dhar Nagar";"Solapur";"Inactive"
44499;41271;"H.No. 83, Dhawan Circle";"Solapur";"Inactive"
44500;34539;"H.No. 918
Munshi Marg";"Thane";"Inactive"
44501;29200;"260, Dhar Path";"Thane";"Inactive"
44502;5311;"40/24
Din Zila";"Solapur";"Inactive"
44503;6045;"H.No. 20
Mani Nagar";"Kolhapur";"Inactive"
44504;29975;"H.No. 21
Khatri Nagar";"Aurangabad";"Active"
44505;21261;"36/98, Aurora Road";"Kolhapur";"Active"
44506;49835;"100
Saraf Zila";"Nagpur";"Active"
44507;22410;"55
Kade Marg";"Aurangabad";"Inactive"
44508;11759;"749, Sridhar Circle";"Aurangabad";"Active"
44509;27932;"53, Sankaran Nagar";"Satara";"Inactive"
44510;10193;"71/76, Shukla Marg";"Kolhapur";"Inactive"
44511;27695;"H.No. 929, Chokshi Ganj";"Pune";"Active"
44512;9769;"61/161
Dua Marg";"Aurangabad";"Active"
44513;32354;"H.No. 93, Seshadri Marg";"Aurangabad";"Inactive"
44514;3386;"71, Singh";"Pune";"Inactive"
44515;11829;"749, Agrawal Ganj";"Pune";"Inactive"
44516;386;"05/87, D’Alia";"Pune";"Active"
44517;36883;"H.No. 23
Kuruvilla Ganj";"Solapur";"Active"
44518;32534;"57/522, Chahal Circle";"Mumbai";"Inactive"
44519;12599;"730, Sen Road";"Ahmednagar";"Inactive"
44520;16150;"84/24, Grover Street";"Mumbai";"Active"
44521;36996;"52/52
Shanker Ganj";"Mumbai";"Inactive"
44522;46076;"H.No. 436
Dutta Marg";"Pune";"Active"
44523;22808;"H.No. 507, Savant Zila";"Nagpur";"Active"
44524;23122;"H.No. 305, Dube Zila";"Solapur";"Active"
44525;7673;"345, Kibe Circle";"Nagpur";"Active"
44526;15603;"68/38
Chopra Ganj";"Nashik";"Inactive"
44527;48988;"H.No. 06, Sant Street";"Thane";"Active"
44528;37683;"78/51
Gandhi Path";"Thane";"Active"
44529;43174;"H.No. 171
Lanka Street";"Thane";"Inactive"
44530;42136;"45
Aggarwal Road";"Aurangabad";"Active"
44531;4646;"26/760
Chaudhry Zila";"Nashik";"Inactive"
44532;716;"85/74, Dave Road";"Pune";"Inactive"
44533;16093;"H.No. 16, Dyal Circle";"Solapur";"Inactive"
44534;41215;"11
Prabhu Road";"Pune";"Inactive"
44535;3901;"026
Nadkarni Zila";"Ahmednagar";"Inactive"
44536;26619;"35
Suri Circle";"Aurangabad";"Active"
44537;176;"H.No. 339
Lalla";"Mumbai";"Active"
44538;20944;"64/15, Mohan";"Nashik";"Inactive"
44539;40950;"42
Sachdev Marg";"Kolhapur";"Inactive"
44540;27549;"H.No. 984, Golla Path";"Nashik";"Active"
44541;13960;"08/526, Chawla Zila";"Kolhapur";"Active"
44542;14700;"58/15
Cherian Circle";"Aurangabad";"Inactive"
44543;38058;"24/77, Konda Circle";"Mumbai";"Active"
44544;43145;"H.No. 19, Jha Circle";"Solapur";"Active"
44545;47267;"24/75, Seth";"Satara";"Inactive"
44546;40558;"71/790
Prabhakar Ganj";"Nashik";"Inactive"
44547;26798;"H.No. 20
Vasa Chowk";"Thane";"Active"
44548;19614;"68/86, Devan Ganj";"Pune";"Inactive"
44549;35266;"07, Chand Chowk";"Pune";"Active"
44550;26128;"44/807
Varkey Road";"Satara";"Inactive"
44551;24917;"866, Raman Nagar";"Nagpur";"Inactive"
44552;24350;"757
Sule Road";"Pune";"Inactive"
44553;20766;"H.No. 15, Kata Zila";"Kolhapur";"Inactive"
44554;48728;"80, Chaudhari Ganj";"Mumbai";"Inactive"
44555;22706;"369, Morar Marg";"Satara";"Active"
44556;27408;"H.No. 50, Varma Circle";"Mumbai";"Active"
44557;551;"529
Mahal Street";"Ahmednagar";"Active"
44558;49219;"22/601, Aggarwal Street";"Mumbai";"Active"
44559;11271;"52
Maharaj Path";"Thane";"Inactive"
44560;41848;"98/04, Venkataraman Nagar";"Aurangabad";"Inactive"
44561;12885;"H.No. 728
Jain Marg";"Pune";"Active"
44562;38515;"52/490, Mahajan Zila";"Aurangabad";"Active"
44563;43877;"86/48, Sen Path";"Solapur";"Inactive"
44564;27450;"758, Bawa Marg";"Nashik";"Active"
44565;41507;"00, Kohli Ganj";"Nagpur";"Active"
44566;39979;"62, Kar Street";"Ahmednagar";"Inactive"
44567;7317;"90/588, Sekhon Road";"Nagpur";"Inactive"
44568;46106;"23, Om Marg";"Ahmednagar";"Inactive"
44569;27665;"87/70
Prashad Circle";"Kolhapur";"Active"
44570;29736;"104, Tandon";"Mumbai";"Active"
44571;10557;"042
Saxena Ganj";"Satara";"Inactive"
44572;24664;"H.No. 06
Deo Street";"Thane";"Active"
44573;27079;"H.No. 80, Prasad Road";"Kolhapur";"Active"
44574;13174;"02
Munshi Path";"Mumbai";"Inactive"
44575;25897;"339
Batra Marg";"Nashik";"Active"
44576;12923;"36
Sem Road";"Aurangabad";"Active"
44577;3821;"051, Palan Road";"Thane";"Inactive"
44578;15938;"H.No. 936
Devi Marg";"Pune";"Active"
44579;28975;"00/532, Majumdar Circle";"Mumbai";"Inactive"
44580;8112;"H.No. 721
Minhas Nagar";"Solapur";"Inactive"
44581;48375;"92/761
Wason";"Pune";"Inactive"
44582;18746;"18/488, Wagle Ganj";"Mumbai";"Inactive"
44583;30069;"75/41, Patel Nagar";"Satara";"Active"
44584;36133;"96
Rout Ganj";"Nagpur";"Inactive"
44585;37488;"56, Mallick Road";"Nashik";"Inactive"
44586;22208;"68
Ahluwalia Ganj";"Mumbai";"Inactive"
44587;44876;"H.No. 652, Kumer Ganj";"Thane";"Active"
44588;17642;"19, Bora Nagar";"Pune";"Inactive"
44589;34081;"01/840, Mittal Ganj";"Solapur";"Active"
44590;11829;"53/465
Sule Zila";"Satara";"Inactive"
44591;18135;"69/099, Bhalla Street";"Kolhapur";"Active"
44592;48197;"00
Choudhury";"Thane";"Active"
44593;8334;"726
Shenoy Nagar";"Mumbai";"Inactive"
44594;22030;"67/292, Vasa";"Nagpur";"Active"
44595;30180;"H.No. 44
Bhagat Street";"Satara";"Inactive"
44596;49664;"H.No. 48
Walla Road";"Ahmednagar";"Inactive"
44597;14636;"04, Deshpande Marg";"Solapur";"Active"
44598;33356;"83/24
Chawla Nagar";"Nagpur";"Inactive"
44599;23805;"H.No. 686
Bajaj Circle";"Mumbai";"Inactive"
44600;46310;"H.No. 94, Kalita Zila";"Nashik";"Inactive"
44601;41260;"34, Magar Zila";"Nashik";"Active"
44602;1627;"04/58, Char Street";"Ahmednagar";"Active"
44603;24982;"H.No. 46, Devan";"Kolhapur";"Active"
44604;18720;"H.No. 75, Lad Ganj";"Mumbai";"Active"
44605;37299;"65/143, Naidu Zila";"Kolhapur";"Inactive"
44606;33158;"H.No. 36
Oommen Road";"Nashik";"Active"
44607;32788;"H.No. 310
Magar Marg";"Kolhapur";"Active"
44608;7813;"H.No. 513, Roy";"Nashik";"Inactive"
44609;28600;"H.No. 87, Samra Path";"Pune";"Active"
44610;15590;"23, Suresh Chowk";"Pune";"Inactive"
44611;25186;"10
Handa Path";"Nashik";"Active"
44612;33188;"058, Deol Zila";"Kolhapur";"Inactive"
44613;49907;"H.No. 64, Brahmbhatt Marg";"Mumbai";"Inactive"
44614;8046;"85
Balay";"Pune";"Inactive"
44615;1214;"48
Nazareth Nagar";"Mumbai";"Inactive"
44616;39315;"17/30
Patil Circle";"Satara";"Active"
44617;41510;"282
Jain Street";"Kolhapur";"Active"
44618;31769;"983, Murthy Road";"Satara";"Inactive"
44619;48741;"54
Dhawan Zila";"Aurangabad";"Active"
44620;36078;"H.No. 17
Chandra Nagar";"Aurangabad";"Active"
44621;2336;"33/221
Dara Street";"Satara";"Inactive"
44622;29880;"08/650
Soman Street";"Ahmednagar";"Active"
44623;11185;"616, Vala Zila";"Nashik";"Active"
44624;26868;"605
Mand Street";"Solapur";"Active"
44625;11396;"20, Bedi Nagar";"Solapur";"Inactive"
44626;1674;"H.No. 04, Sankar Zila";"Mumbai";"Inactive"
44627;43978;"85, Madan Street";"Nashik";"Inactive"
44628;9670;"15/05, Narayanan Marg";"Nagpur";"Active"
44629;33754;"H.No. 84
Sarma Chowk";"Satara";"Inactive"
44630;15441;"281, Kari Ganj";"Kolhapur";"Inactive"
44631;14342;"H.No. 62
Kala Chowk";"Pune";"Active"
44632;48079;"94/632, Sem";"Thane";"Active"
44633;14299;"37/020
Murty Chowk";"Satara";"Inactive"
44634;34962;"H.No. 95
Madan Marg";"Nashik";"Active"
44635;5874;"785, Merchant Marg";"Mumbai";"Active"
44636;9125;"91, Gole Nagar";"Thane";"Active"
44637;611;"65/46
Sem";"Thane";"Inactive"
44638;17988;"997, Dara Ganj";"Aurangabad";"Active"
44639;26047;"89/63, Dada Zila";"Thane";"Active"
44640;10393;"259, Varughese Road";"Nagpur";"Inactive"
44641;39092;"H.No. 64
Bala Ganj";"Satara";"Inactive"
44642;18807;"20, Sant Path";"Satara";"Inactive"
44643;2075;"407
Palla Marg";"Aurangabad";"Active"
44644;31241;"32, Keer";"Pune";"Active"
44645;25179;"76/26
Kaul Zila";"Satara";"Active"
44646;37564;"H.No. 11
Minhas Street";"Satara";"Active"
44647;37743;"90
Narasimhan Path";"Nagpur";"Inactive"
44648;6716;"04
Gole Nagar";"Kolhapur";"Active"
44649;48841;"81/859
Goel";"Kolhapur";"Inactive"
44650;16473;"H.No. 90
Kata Street";"Nashik";"Active"
44651;43026;"98
Padmanabhan Ganj";"Solapur";"Inactive"
44652;27442;"H.No. 19
Wagle Zila";"Thane";"Inactive"
44653;809;"H.No. 28
Zachariah Marg";"Nagpur";"Inactive"
44654;38329;"082
Hora Chowk";"Ahmednagar";"Active"
44655;38886;"H.No. 705, Sachar Ganj";"Mumbai";"Active"
44656;21874;"52/899, Sarraf Street";"Nashik";"Inactive"
44657;34512;"00/58
Khurana Marg";"Satara";"Inactive"
44658;28897;"498, Dar Zila";"Aurangabad";"Active"
44659;8759;"88
Gupta Nagar";"Satara";"Active"
44660;16838;"36/78, Minhas";"Pune";"Inactive"
44661;40581;"H.No. 12, Kumer Ganj";"Kolhapur";"Active"
44662;42683;"H.No. 81
Sundaram Street";"Pune";"Active"
44663;37;"94/66, Rajan Circle";"Ahmednagar";"Inactive"
44664;47396;"H.No. 092, Minhas Circle";"Pune";"Active"
44665;15463;"46/73, Dara";"Kolhapur";"Active"
44666;13524;"H.No. 58, Dhar Circle";"Pune";"Active"
44667;5805;"23, Tata Zila";"Ahmednagar";"Inactive"
44668;8132;"H.No. 19, Rastogi Path";"Solapur";"Active"
44669;46028;"H.No. 560, Doshi Path";"Nashik";"Inactive"
44670;33407;"87/384, Majumdar Street";"Nashik";"Active"
44671;7269;"972
Nayar Nagar";"Nagpur";"Inactive"
44672;21838;"05/225, Sethi Ganj";"Kolhapur";"Inactive"
44673;29205;"H.No. 461, Banik";"Thane";"Inactive"
44674;3029;"26/613
Ganesan Circle";"Thane";"Active"
44675;37024;"97/49
Ramanathan Nagar";"Kolhapur";"Inactive"
44676;1869;"H.No. 539
Barman";"Ahmednagar";"Active"
44677;11309;"H.No. 11
Pandey Path";"Solapur";"Active"
44678;4233;"H.No. 049
Banik Ganj";"Mumbai";"Active"
44679;6761;"881, Gaba Circle";"Aurangabad";"Inactive"
44680;47754;"38/188
Ahuja Ganj";"Ahmednagar";"Active"
44681;38154;"230, Chaudhari Chowk";"Kolhapur";"Active"
44682;174;"33/648, Lala Nagar";"Pune";"Active"
44683;4508;"158
Ghose Circle";"Mumbai";"Active"
44684;24696;"H.No. 666
Golla";"Satara";"Inactive"
44685;12571;"42/010
Varma Marg";"Nashik";"Active"
44686;1162;"173, Suresh Road";"Pune";"Inactive"
44687;47347;"62/744, Sagar Road";"Pune";"Inactive"
44688;36947;"H.No. 40, Chaudhary Marg";"Thane";"Active"
44689;11309;"603
Kumer Circle";"Nagpur";"Inactive"
44690;14064;"54/230
Tata Ganj";"Thane";"Inactive"
44691;8834;"62/047, Bhardwaj Chowk";"Nagpur";"Inactive"
44692;26939;"74/453
Vaidya Path";"Nagpur";"Active"
44693;9052;"16/168
Nadkarni Path";"Pune";"Active"
44694;46546;"02/75, Jhaveri";"Nagpur";"Inactive"
44695;29828;"H.No. 47
Kapur Nagar";"Ahmednagar";"Inactive"
44696;45042;"73/620, Chawla";"Mumbai";"Active"
44697;4565;"52
Bhakta Circle";"Solapur";"Inactive"
44698;14909;"19/80, Sheth Circle";"Kolhapur";"Active"
44699;32692;"H.No. 876
Bora Zila";"Thane";"Inactive"
44700;45579;"97/20
Bora Zila";"Thane";"Inactive"
44701;31456;"74/50, Grewal Street";"Satara";"Inactive"
44702;3227;"03
Tak Path";"Satara";"Inactive"
44703;49292;"38
Acharya Ganj";"Pune";"Inactive"
44704;32463;"98/578
Lall Ganj";"Satara";"Inactive"
44705;14486;"465
Som Chowk";"Aurangabad";"Inactive"
44706;26480;"34, Mukhopadhyay Ganj";"Mumbai";"Active"
44707;12563;"300
Deshmukh Path";"Mumbai";"Inactive"
44708;10072;"81/315
Karan Road";"Mumbai";"Active"
44709;25277;"67
Chandran Chowk";"Pune";"Active"
44710;13437;"H.No. 542
Radhakrishnan Road";"Ahmednagar";"Inactive"
44711;32886;"43/326, Naik Zila";"Pune";"Active"
44712;16612;"58/90, Roy";"Kolhapur";"Inactive"
44713;43195;"36
Parekh Nagar";"Mumbai";"Inactive"
44714;7989;"43/326, Ramesh Ganj";"Aurangabad";"Active"
44715;6740;"77, Hayre Nagar";"Solapur";"Active"
44716;49636;"H.No. 470, Bajwa Nagar";"Nashik";"Inactive"
44717;26273;"H.No. 543, Sagar Street";"Kolhapur";"Active"
44718;26785;"236, Karpe Circle";"Satara";"Inactive"
44719;30624;"91
Vala Road";"Thane";"Inactive"
44720;43946;"82, Rama Street";"Pune";"Active"
44721;35529;"H.No. 07, Mital Road";"Solapur";"Inactive"
44722;13838;"75
Sarkar Nagar";"Thane";"Inactive"
44723;37728;"11
Sem Path";"Solapur";"Active"
44724;8556;"113, Thakur Ganj";"Pune";"Active"
44725;44457;"089
Lala Road";"Nagpur";"Active"
44726;37331;"23/079, Om Street";"Solapur";"Active"
44727;19860;"H.No. 187
Dube Circle";"Nashik";"Active"
44728;27543;"498, Devan Road";"Pune";"Active"
44729;46308;"317
Kala Chowk";"Satara";"Inactive"
44730;9359;"H.No. 37, Nair Ganj";"Nagpur";"Active"
44731;17643;"43, Ganesan Chowk";"Ahmednagar";"Active"
44732;30241;"H.No. 31
Sarin Street";"Thane";"Active"
44733;34107;"81/909
Goyal Path";"Solapur";"Inactive"
44734;315;"29
Pillai Marg";"Solapur";"Active"
44735;32729;"09/717
Upadhyay";"Mumbai";"Inactive"
44736;37710;"H.No. 117
Viswanathan Street";"Ahmednagar";"Inactive"
44737;30002;"94, Kaur Ganj";"Thane";"Inactive"
44738;23640;"H.No. 06, Apte";"Satara";"Active"
44739;36501;"83/618, Sahota Road";"Mumbai";"Inactive"
44740;44475;"H.No. 710
Trivedi Road";"Solapur";"Active"
44741;2232;"123, Samra Street";"Thane";"Inactive"
44742;45123;"20/72
Bhargava Nagar";"Solapur";"Active"
44743;3982;"93/36
Andra Street";"Pune";"Active"
44744;34966;"H.No. 700
Kalla Marg";"Thane";"Inactive"
44745;22694;"H.No. 35
Dugar Street";"Nagpur";"Active"
44746;31769;"H.No. 19, Karpe Nagar";"Aurangabad";"Active"
44747;45593;"77/94, Bhargava Marg";"Mumbai";"Inactive"
44748;1575;"H.No. 385, Sabharwal Street";"Aurangabad";"Inactive"
44749;36180;"81/019, Bobal Chowk";"Thane";"Active"
44750;9400;"10
Ram Path";"Thane";"Active"
44751;9693;"79
Kamdar Zila";"Mumbai";"Active"
44752;37115;"H.No. 74
Bora Zila";"Satara";"Inactive"
44753;31666;"315, Choudhary Path";"Satara";"Active"
44754;32291;"150, Mittal";"Solapur";"Active"
44755;40393;"20
Vora Ganj";"Pune";"Inactive"
44756;40445;"H.No. 88, Oak Street";"Nagpur";"Active"
44757;37988;"269, Bhagat Path";"Ahmednagar";"Inactive"
44758;35820;"35
Vyas Path";"Ahmednagar";"Inactive"
44759;26076;"492
Arya Road";"Nashik";"Active"
44760;43132;"H.No. 777, Kari Marg";"Aurangabad";"Active"
44761;21368;"80/18
Krishna Chowk";"Mumbai";"Active"
44762;49439;"734, Chander Ganj";"Solapur";"Active"
44763;21748;"H.No. 156, Shankar Circle";"Pune";"Active"
44764;37093;"901
Lala Path";"Nashik";"Inactive"
44765;9144;"H.No. 91
Naidu Nagar";"Kolhapur";"Active"
44766;47331;"23/691, Sekhon Street";"Solapur";"Inactive"
44767;5953;"114, Bir Street";"Solapur";"Active"
44768;13061;"66
More Chowk";"Aurangabad";"Inactive"
44769;46914;"H.No. 042, Kashyap Road";"Ahmednagar";"Inactive"
44770;34576;"468, Prashad Marg";"Kolhapur";"Inactive"
44771;8204;"657, Padmanabhan";"Thane";"Inactive"
44772;49465;"H.No. 96
Soni Street";"Nashik";"Active"
44773;13057;"03, Khurana Street";"Thane";"Inactive"
44774;10788;"45/80, Mani Path";"Kolhapur";"Active"
44775;16214;"H.No. 04, Dayal Circle";"Aurangabad";"Active"
44776;40094;"200
Hayer Street";"Ahmednagar";"Active"
44777;47985;"766
Dar Nagar";"Thane";"Inactive"
44778;42876;"757
Dalal";"Solapur";"Inactive"
44779;40166;"57/60
Tata Street";"Nagpur";"Active"
44780;48375;"H.No. 187, Murty Marg";"Thane";"Inactive"
44781;16028;"H.No. 58
Salvi Path";"Pune";"Active"
44782;48458;"05/545, Koshy Marg";"Nagpur";"Inactive"
44783;28470;"28
Raman";"Mumbai";"Active"
44784;6342;"39, More Nagar";"Nagpur";"Active"
44785;5938;"H.No. 92
Nagy Ganj";"Nagpur";"Inactive"
44786;14661;"17/258
Bhattacharyya Ganj";"Mumbai";"Inactive"
